Transaction Arrival Rate,Block Size,Orderers,Latency,Throughput,Latency_Pred,Throughput_Pred
10.0,520.0,3.0,1.1,9.8,1.0925574336291286,9.327697684329058
10.0,525.0,3.0,1.1,9.8,1.092750161862466,9.328176008710567
10.0,530.0,3.0,1.08,9.8,1.0929228900958035,9.328917948000932
10.0,535.0,3.0,1.1,9.8,1.0929156183291409,9.329129605715776
10.0,540.0,3.0,1.1,9.9,1.0928283465624782,9.362939737551718
10.0,545.0,3.0,1.09,9.8,1.089641074795815,9.332351395266558
10.0,550.0,3.0,1.1,9.8,1.0902938030291527,9.33156000122359
10.0,555.0,3.0,1.1,9.9,1.0915665312624903,9.363971658938437
10.0,560.0,3.0,1.1,9.8,1.092179259495828,9.33978179077437
10.0,565.0,3.0,1.09,9.9,1.0895719877291645,9.367991922610312
10.0,570.0,3.0,1.08,9.8,1.0857647398043604,9.338202054446246
10.0,575.0,3.0,1.1,9.8,1.09157744419584,9.335612186282182
10.0,580.0,3.0,1.09,9.8,1.0893101962710348,9.33662231811812
10.0,585.0,3.0,1.09,9.9,1.0889229006625145,9.352432449954062
10.0,590.0,3.0,1.09,9.9,1.0888956527377098,9.37044258179
10.0,595.0,3.0,1.09,9.8,1.0891083571291893,9.344655765383745
10.0,600.0,3.0,1.1,9.9,1.0912477758710515,9.376264371340781
10.0,605.0,3.0,1.1,9.9,1.0922738374377226,9.385209362388958
10.0,610.0,3.0,1.1,9.9,1.0925532323377265,9.378884635012657
10.0,615.0,3.0,1.1,9.9,1.0926392939043972,9.3816962927275
10.0,620.0,3.0,1.1,9.9,1.0912520221377342,9.381107840579062
10.0,625.0,3.0,1.09,9.8,1.0894247503710714,9.34924603637984
10.0,630.0,3.0,1.1,9.8,1.0920174786044095,9.348185758059527
10.0,635.0,3.0,1.09,9.8,1.0891902068377461,9.352123953860309
10.0,640.0,3.0,1.08,9.8,1.0855829350710842,9.352863675539997
10.0,645.0,3.0,1.09,9.8,1.088535663304421,9.388736730553013
10.0,650.0,3.0,1.1,10.0,1.092028391537759,9.418143118899364
10.0,655.0,3.0,1.09,9.8,1.088901119771096,9.361481314700152
10.0,660.0,3.0,1.09,9.9,1.0888138480044334,9.391219510500937
10.0,665.0,3.0,1.09,9.9,1.088866576237771,9.395159232180626
10.0,670.0,3.0,1.1,9.9,1.0918326378044425,9.398898953860314
10.0,675.0,3.0,1.11,9.9,1.0957920565463053,9.384170482994424
10.0,680.0,3.0,1.1,10.0,1.0930047609377833,9.375443538007444
10.0,685.0,3.0,1.09,9.8,1.0891975130129783,9.369116593020465
10.0,690.0,3.0,1.09,9.9,1.0888902174044577,9.39985478882125
10.0,695.0,3.0,1.09,9.8,1.088702969479653,9.373794510500932
10.0,700.0,3.0,1.09,9.9,1.0884956738711327,9.40113270630172
10.0,705.0,3.0,1.08,9.9,1.0853284259463283,9.4044709021025
10.0,710.0,3.0,1.08,9.9,1.0848211303378075,9.405810623782187
10.0,715.0,3.0,1.08,9.8,1.085193882413003,9.37635034546187
10.0,720.0,3.0,1.09,9.9,1.0878866106463398,9.407890067141562
10.0,725.0,3.0,1.1,9.9,1.086792672213011,9.41162978882125
10.0,730.0,3.0,1.08,9.9,1.0852720671130152,9.412167984622032
10.0,735.0,3.0,1.09,9.8,1.0883178374233704,9.381906180422808
10.0,740.0,3.0,1.09,9.9,1.088670565656708,9.4120459021025
10.0,745.0,3.0,1.08,9.8,1.0855632938900457,9.416584097903282
10.0,750.0,3.0,1.08,9.9,1.0849760221233828,9.416722293704064
10.0,755.0,3.0,1.07,9.8,1.081668750356719,9.387863541262652
10.0,760.0,3.0,1.08,9.8,1.0842653551325625,9.398135070396767
10.0,765.0,3.0,1.08,9.9,1.0858824712288282,9.421941458743126
10.0,770.0,3.0,1.09,9.9,1.0877218661288321,9.424079654543906
10.0,775.0,3.0,1.08,9.9,1.08489459436217,9.425257523196251
10.0,780.0,3.0,1.07,9.8,1.0844806797706985,9.391276590579057
10.0,785.0,3.0,1.08,9.8,1.0843600508288447,9.39089565796187
10.0,790.0,3.0,1.08,9.9,1.0845461362373734,9.425514725344687
10.0,795.0,3.0,1.08,9.9,1.0852655072955195,9.428932266848594
10.0,800.0,3.0,1.1,9.8,1.090938259370715,9.401951334231402
15.0,10.0,3.0,0.34,15.0,0.3832426863746844,15.741337403194757
15.0,15.0,3.0,0.53,14.7,0.5182067696057465,14.125746390177406
15.0,20.0,3.0,0.69,15.0,0.674745616280763,15.71165066555125
15.0,25.0,3.0,0.87,15.0,0.8717933849173365,15.6249232315543
15.0,30.0,3.0,1.04,14.7,1.003629844394737,14.777933884766384
15.0,35.0,3.0,1.08,14.7,1.059923232419081,14.80043754687576
15.0,40.0,3.0,1.09,14.7,1.0631946918762538,16.449186914069447
15.0,45.0,3.0,1.1,14.7,1.081017481893723,14.604351412336735
15.0,50.0,3.0,1.09,14.8,1.0784466487144058,14.74958384159253
15.0,55.0,3.0,1.11,14.7,1.0977791005867994,13.948506905282908
15.0,60.0,3.0,1.1,14.7,1.098782135265015,13.977971846689162
15.0,65.0,3.0,1.08,14.7,1.0968260222413238,14.000785372079784
15.0,70.0,3.0,1.11,14.7,1.1043804189987971,14.005116133798532
15.0,75.0,3.0,1.09,14.7,1.0968151544558336,14.01341659766572
15.0,80.0,3.0,1.09,14.7,1.0952892103212881,14.031838264846957
15.0,85.0,3.0,1.08,14.7,1.0912434158824034,14.037938728714144
15.0,90.0,3.0,1.1,14.7,1.097636713001544,14.044039192581332
15.0,95.0,3.0,1.11,14.7,1.104012745057593,14.170498252529214
15.0,100.0,3.0,1.09,14.7,1.0981660421767316,15.513601298368695
15.0,105.0,3.0,1.08,14.7,1.1024804552846685,14.019041771065437
15.0,110.0,3.0,1.1,14.7,1.101470368683537,14.01528047956153
15.0,115.0,3.0,1.09,14.7,1.0966604848495005,14.059996849741239
15.0,120.0,3.0,1.08,14.7,1.0937529302993303,14.056063968068063
15.0,125.0,3.0,1.08,14.7,1.0935755785660297,14.527794959622492
15.0,130.0,3.0,1.09,14.7,1.0959586922467939,14.205401752692856
15.0,135.0,3.0,1.09,14.7,1.0965477554715863,14.204589985114731
15.0,140.0,3.0,1.09,14.7,1.096716818696379,14.203579743415512
15.0,145.0,3.0,1.09,14.7,1.0968859057630294,14.202767975837386
15.0,150.0,3.0,1.1,14.7,1.1001958511365653,14.201957734138167
15.0,155.0,3.0,1.1,14.7,1.100629253579497,14.201345966560044
15.0,160.0,3.0,1.1,14.7,1.1006626560224293,14.200843952399888
15.0,165.0,3.0,1.1,14.7,1.1006160584653615,14.20185561011473
15.0,170.0,3.0,1.09,14.7,1.09599612757496,14.202665741950668
15.0,175.0,3.0,1.08,14.7,1.0939967320646045,14.203675873786604
15.0,180.0,3.0,1.09,14.7,1.0974573916346846,14.204086005622543
15.0,185.0,3.0,1.13,14.7,1.1124489379963685,14.204097663337384
15.0,190.0,3.0,1.12,14.7,1.1103570740971391,14.202506269294418
15.0,195.0,3.0,1.12,14.6,1.1103338137898273,14.17351640113036
15.0,200.0,3.0,1.13,14.6,1.1137988914952088,14.173126532966297
15.0,205.0,3.0,1.13,14.7,1.1142439692005919,14.203138190681134
15.0,210.0,3.0,1.13,14.7,1.1145490469059751,14.196681655850407
15.0,215.0,3.0,1.13,14.7,1.1145626894637826,14.182691787686343
15.0,220.0,3.0,1.13,14.6,1.1147077433273078,14.17616858618895
15.0,225.0,3.0,1.13,14.6,1.1148528448745492,14.177580243903794
15.0,230.0,3.0,1.13,14.7,1.1150176596373793,14.209390375739726
15.0,235.0,3.0,1.13,14.7,1.1151427373427625,14.212000507575663
15.0,240.0,3.0,1.13,14.6,1.1151394028014416,14.182012165290516
15.0,245.0,3.0,1.13,14.6,1.1147091236418958,14.17882229712645
15.0,250.0,3.0,1.12,14.6,1.1116988206404939,14.179430903083482
15.0,255.0,3.0,1.13,14.7,1.1146085414809463,14.180507701586086
15.0,260.0,3.0,1.13,14.6,1.1149782384795421,14.181251166755356
15.0,265.0,3.0,1.13,14.6,1.1150879593199963,14.182662824470203
15.0,270.0,3.0,1.14,14.6,1.1161176563185924,14.183272956306137
15.0,275.0,3.0,1.13,14.6,1.1176073771590462,14.18468461402098
15.0,280.0,3.0,1.14,14.6,1.1181970979995,14.186894745856922
15.0,285.0,3.0,1.13,14.7,1.115446794998097,14.223304877692854
15.0,290.0,3.0,1.12,14.7,1.111736491996695,14.227115009528793
15.0,295.0,3.0,1.13,14.7,1.1145130108724397,14.228125141364732
15.0,300.0,3.0,1.14,14.7,1.1180227317128928,14.218935273200668
15.0,305.0,3.0,1.13,14.7,1.1148134813143817,14.20601359758218
15.0,310.0,3.0,1.13,14.6,1.114783178312978,14.199557062751452
15.0,315.0,3.0,1.13,14.7,1.1144395658200987,14.227567194587385
15.0,320.0,3.0,1.13,14.7,1.1138625961520283,14.229777326423322
15.0,325.0,3.0,1.12,14.6,1.1111123169924841,14.233180650804835
15.0,330.0,3.0,1.12,14.7,1.1123286806577461,14.234189256761866
15.0,335.0,3.0,1.13,14.7,1.1123717348315325,14.23560091447671
15.0,340.0,3.0,1.1,14.7,1.104441455671988,14.236811046312647
15.0,345.0,3.0,1.13,14.7,1.1126311526705828,14.237021178148584
15.0,350.0,3.0,1.13,14.6,1.1136408496691792,14.207897976651193
15.0,355.0,3.0,1.12,14.7,1.1139239038429667,14.237441441820456
15.0,360.0,3.0,1.13,14.7,1.1139214540329534,14.241243240323064
15.0,365.0,3.0,1.13,14.7,1.1138058385313077,14.242254898037908
15.0,370.0,3.0,1.13,14.7,1.1138355355299039,14.243265029873845
15.0,375.0,3.0,1.12,14.7,1.1108252563703598,14.244275161709783
15.0,380.0,3.0,1.12,14.7,1.1117349772108134,14.245286819424626
15.0,385.0,3.0,1.13,14.7,1.1135226779378269,14.246296951260565
15.0,390.0,3.0,1.13,14.7,1.1129923749364232,14.247307083096501
15.0,395.0,3.0,1.12,14.7,1.1100721092459023,14.248115689053531
15.0,400.0,3.0,1.12,14.7,1.1097018300863566,14.249127346768375
15.0,405.0,3.0,1.12,14.7,1.1096115270849527,14.248337478604313
15.0,410.0,3.0,1.12,14.6,1.109521224083549,14.217747610440256
15.0,415.0,3.0,1.12,14.7,1.1094909449240031,14.246157742276187
15.0,420.0,3.0,1.12,14.7,1.1094606657644572,14.252777733324365
15.0,425.0,3.0,1.12,14.7,1.1094303627630535,14.254187865160304
15.0,430.0,3.0,1.13,14.7,1.1093400597616494,14.255199522875149
15.0,435.0,3.0,1.12,14.7,1.1093097806021035,14.256209654711085
15.0,440.0,3.0,1.12,14.7,1.1091795014425576,14.257019786547023
15.0,445.0,3.0,1.12,14.7,1.1089091984411539,14.25802991838296
15.0,450.0,3.0,1.12,14.7,1.108398919281608,14.257440050218895
15.0,455.0,3.0,1.1,14.7,1.1024886162802034,14.255850182054832
15.0,460.0,3.0,1.13,14.6,1.1044650037873243,14.229926980557442
15.0,465.0,3.0,1.12,14.7,1.1094280341192544,14.23847044572671
15.0,470.0,3.0,1.13,14.6,1.112557731117849,14.253815436774886
15.0,475.0,3.0,1.13,14.7,1.1128074519583029,14.26469223527749
15.0,480.0,3.0,1.12,14.7,1.1095771727987587,14.265503892992333
15.0,485.0,3.0,1.11,14.7,1.1059268697973557,14.266514024828272
15.0,490.0,3.0,1.12,14.7,1.108716566795951,14.267524156664209
15.0,495.0,3.0,1.11,14.7,1.110392954303071,14.268534288500145
15.0,500.0,3.0,1.13,14.7,1.1121360084768577,14.26954594621499
15.0,505.0,3.0,1.12,14.7,1.1094457054754554,14.27055455217202
15.0,510.0,3.0,1.12,14.7,1.109115402474052,14.269966209886865
15.0,515.0,3.0,1.13,14.7,1.1122651233145042,14.266774815843894
15.0,520.0,3.0,1.13,14.6,1.1121348441549581,14.24005314022541
15.0,525.0,3.0,1.12,14.6,1.1063845411535544,14.23886174618244
15.0,530.0,3.0,1.09,14.7,1.098714238152151,14.253673403897285
15.0,535.0,3.0,1.12,14.7,1.1072639589926065,14.272016869066551
15.0,540.0,3.0,1.13,14.7,1.1118536798330587,14.27722700090249
15.0,545.0,3.0,1.12,14.7,1.1094633768316566,14.278638658617334
15.0,550.0,3.0,1.13,14.7,1.112173097672109,14.27964879045327
15.0,555.0,3.0,1.13,14.7,1.1124227946707053,14.28065892228921
15.0,560.0,3.0,1.12,14.7,1.1091525155111612,14.281670580004052
15.0,565.0,3.0,1.12,14.7,1.1086822125097573,14.282679185961083
15.0,570.0,3.0,1.12,14.7,1.1085919333502114,14.283290843675928
15.0,575.0,3.0,1.12,14.7,1.1085816303488076,14.282899449632959
15.0,580.0,3.0,1.12,14.6,1.1092513511892617,14.252177774014473
15.0,585.0,3.0,1.13,14.7,1.112041072029714,14.264787905850406
15.0,590.0,3.0,1.13,14.7,1.11243076902831,14.287132896898584
15.0,595.0,3.0,1.13,14.7,1.1122404660269063,14.288543028734523
15.0,600.0,3.0,1.13,14.7,1.1099168535340282,14.289534740160303
15.0,605.0,3.0,1.12,14.7,1.1082199077078163,14.290875987718897
15.0,610.0,3.0,1.11,14.7,1.1053496047064133,14.290614183519676
15.0,615.0,3.0,1.13,14.7,1.1113793017050069,14.278819045987126
15.0,620.0,3.0,1.13,14.6,1.112109022545461,14.258100434333482
15.0,625.0,3.0,1.13,14.6,1.112058743385915,14.259040156013171
15.0,630.0,3.0,1.12,14.6,1.1087084403845133,14.274510159268377
15.0,635.0,3.0,1.12,14.7,1.1082181373831095,14.297918073493637
15.0,640.0,3.0,1.12,14.7,1.1081678582235637,14.300456269294418
15.0,645.0,3.0,1.12,14.7,1.1080975790640177,14.301795990974105
15.0,650.0,3.0,1.12,14.7,1.1081472760626139,14.302135712653794
15.0,655.0,3.0,1.12,14.6,1.10841697306121,14.268073908454577
15.0,660.0,3.0,1.13,14.6,1.1111666939016625,14.269212104255356
15.0,665.0,3.0,1.12,14.7,1.1083608254858315,14.28015335181395
15.0,670.0,3.0,1.12,14.7,1.108051646370536,14.296291547614732
15.0,675.0,3.0,1.12,14.7,1.1081824910970988,14.309029743415511
15.0,680.0,3.0,1.13,14.7,1.1112733358236593,14.311167939216293
15.0,685.0,3.0,1.12,14.7,1.1084041805502234,14.312707660895981
15.0,690.0,3.0,1.12,14.7,1.108035025276786,14.31404738257567
15.0,695.0,3.0,1.12,14.7,1.1078658700033486,14.315187104255354
15.0,700.0,3.0,1.09,14.7,1.1031833575547196,14.316725300056138
15.0,705.0,3.0,1.09,14.7,1.0967608689479484,14.318065021735825
15.0,710.0,3.0,1.08,14.7,1.0929583564993195,14.319403217536607
15.0,715.0,3.0,1.1,14.7,1.098489201225882,14.320742939216293
15.0,720.0,3.0,1.08,14.7,1.0929400459524445,14.322081135017076
15.0,725.0,3.0,1.09,14.7,1.0956108906790063,14.323420856696762
15.0,730.0,3.0,1.09,14.7,1.095841735405569,14.324759052497544
15.0,735.0,3.0,1.09,14.7,1.09616562220915,14.32569877417723
15.0,740.0,3.0,1.11,14.7,1.0961764430938548,14.327436969978013
15.0,745.0,3.0,1.09,14.7,1.0961672878204172,14.328576691657698
15.0,750.0,3.0,1.09,14.7,1.0961981087051218,14.330163715583478
15.0,755.0,3.0,1.09,14.7,1.09623059851988,14.346382782966305
15.0,760.0,3.0,1.09,14.8,1.095747203295722,14.365933657803557
15.0,765.0,3.0,1.1,14.7,1.0953909860586546,14.335819391853011
15.0,770.0,3.0,1.09,14.8,1.0952437142919917,14.338036933356914
15.0,775.0,3.0,1.08,14.7,1.0924764425253297,14.337656000739731
15.0,780.0,3.0,1.1,14.7,1.0981291707586673,14.33694173478921
15.0,785.0,3.0,1.08,14.7,1.0928418989920043,14.341492609626448
15.0,790.0,3.0,1.09,14.7,1.0948146272253414,14.34291167700926
15.0,795.0,3.0,1.09,14.7,1.0951873554586788,14.345530744392073
15.0,800.0,3.0,1.09,14.8,1.0952200836920163,14.377949811774911
20.0,10.0,3.0,0.27,20.0,0.29224698563887197,20.507173580594223
20.0,15.0,3.0,0.42,19.4,0.4096559534084153,18.798582567576872
20.0,20.0,3.0,0.53,20.0,0.5301142911788835,20.48948684295071
20.0,25.0,3.0,0.67,20.0,0.6725796053916874,20.40275940895376
20.0,30.0,3.0,0.8,19.4,0.8069751941086155,19.515970062165856
20.0,35.0,3.0,0.93,19.6,0.9316836580751348,19.596073724275232
20.0,40.0,3.0,1.06,20.0,1.0127607549324018,21.342821565590015
20.0,45.0,3.0,1.13,19.4,1.098423187978155,19.24998196728569
20.0,50.0,3.0,1.12,19.3,1.0997639035848032,19.630156348038884
20.0,55.0,3.0,1.13,19.3,1.1143239803885288,18.823649825954526
20.0,60.0,3.0,1.13,19.4,1.1207953207096804,18.84831324148187
20.0,65.0,3.0,1.12,19.3,1.1274417216978905,18.84197090749752
20.0,70.0,3.0,1.14,19.3,1.1292023699896538,18.842306136989706
20.0,75.0,3.0,1.13,19.3,1.1236291045848348,18.86300660085689
20.0,80.0,3.0,1.12,19.3,1.1209508779546558,18.887629793917036
20.0,85.0,3.0,1.13,19.4,1.1225189965940767,18.911530257784193
20.0,90.0,3.0,1.13,19.3,1.122939265492087,18.908964054984718
20.0,95.0,3.0,1.13,19.3,1.1280203180320347,19.041356448265937
20.0,100.0,3.0,1.13,19.4,1.1279805630881872,20.3931806204075
20.0,105.0,3.0,1.12,19.4,1.1296334216255965,18.921586494347064
20.0,110.0,3.0,1.13,19.4,1.1320836639785243,18.900426728722064
20.0,115.0,3.0,1.12,19.4,1.124948340271748,18.946008239689533
20.0,120.0,3.0,1.12,19.4,1.1249321338355909,18.953814794865316
20.0,125.0,3.0,1.12,19.3,1.1247857249047197,19.412809401328605
20.0,130.0,3.0,1.12,19.4,1.124474515656102,19.08834800185339
20.0,135.0,3.0,1.12,19.4,1.124729303635228,19.088936234275266
20.0,140.0,3.0,1.12,19.4,1.1254840916143538,19.097857800030475
20.0,145.0,3.0,1.13,19.4,1.1286507733617885,19.135647558331257
20.0,150.0,3.0,1.13,19.3,1.129214144409762,19.11596912408647
20.0,155.0,3.0,1.13,19.4,1.1294175154577357,19.086892215720574
20.0,160.0,3.0,1.13,19.4,1.129660910347567,19.08685112685339
20.0,165.0,3.0,1.13,19.5,1.129977638570732,19.11765973281043
20.0,170.0,3.0,1.13,19.3,1.130214342952039,19.057671390525293
20.0,175.0,3.0,1.13,19.4,1.130451047333346,19.06648152236121
20.0,180.0,3.0,1.13,19.4,1.1308269656924892,19.095491654197136
20.0,185.0,3.0,1.15,20.0,1.1380137708432365,19.24190178603308
20.0,190.0,3.0,1.15,20.0,1.1375196567558137,19.324713443747928
20.0,195.0,3.0,1.14,20.0,1.1365466599169258,19.304430242250533
20.0,200.0,3.0,1.14,19.3,1.1361536392361797,19.088107040753155
20.0,205.0,3.0,1.15,19.9,1.1391139995724848,19.261517172589066
20.0,210.0,3.0,1.14,19.3,1.1363943122250713,19.08992883030394
20.0,215.0,3.0,1.14,19.4,1.1363631897300834,19.077938962139875
20.0,220.0,3.0,1.15,19.9,1.1399435262245305,19.07974909397581
20.0,225.0,3.0,1.15,19.3,1.1402838388771184,19.082159225811747
20.0,230.0,3.0,1.16,20.0,1.143504726981319,19.284302690981
20.0,235.0,3.0,1.14,19.3,1.1408163732775007,19.096579489483624
20.0,240.0,3.0,1.14,20.0,1.136534662398492,19.301524480531782
20.0,245.0,3.0,1.14,19.3,1.1364796181861505,19.067999753155497
20.0,250.0,3.0,1.14,19.2,1.1365445978156672,19.041476551658068
20.0,255.0,3.0,1.15,19.3,1.1394695297614692,19.036581542706244
20.0,260.0,3.0,1.14,19.2,1.139934509390986,19.030459867087753
20.0,265.0,3.0,1.15,20.0,1.1398794651786446,19.03040180637812
20.0,270.0,3.0,1.15,19.2,1.139084420966303,19.02948013075963
20.0,275.0,3.0,1.14,19.2,1.1378227100872946,19.033290262595564
20.0,280.0,3.0,1.14,19.3,1.1369009992082864,19.061500394431544
20.0,285.0,3.0,1.14,20.0,1.136319312171136,19.06811052626748
20.0,290.0,3.0,1.14,19.3,1.1363042679587947,19.081520658103415
20.0,295.0,3.0,1.15,19.9,1.1362360217817455,19.275730789939324
