Timestamp,Set Send Rates,Send Rates,Pre Send Rates,Block Size,Latency,Throughput,Latency_Pred,Throughput_Pred
2014/9/25 17:10,136.4,136.7,127.92130553333334,350.0,0.61,121.3,0.618,120.85999999999999
2014/9/25 17:10,136.4,135.1,127.92130553333334,355.0,0.63,120.8,0.616,120.96000000000001
2014/9/25 17:10,136.4,136.8,127.92130553333334,360.0,0.61,121.3,0.614,121.13999999999999
2014/9/25 17:10,136.4,136.5,127.92130553333334,365.0,0.61,121.2,0.612,121.34
2014/9/25 17:10,136.4,135.6,127.92130553333334,370.0,0.62,121.2,0.6079999999999999,121.53999999999999
2014/9/25 17:10,136.4,136.4,127.92130553333334,375.0,0.62,121.6,0.608,121.47999999999999
2014/9/25 17:10,136.4,136.6,127.92130553333334,380.0,0.61,121.4,0.6159999999999999,121.25999999999999
2014/9/25 17:10,136.4,135.8,127.92130553333334,385.0,0.62,121.0,0.624,121.02000000000001
2014/9/25 17:10,136.4,136.1,127.92130553333334,390.0,0.62,121.3,0.63,120.97999999999999
2014/9/25 17:10,136.4,136.3,127.92130553333334,395.0,0.62,121.3,0.63,120.97999999999999
2014/9/25 17:10,136.4,135.6,127.92130553333334,400.0,0.61,121.7,0.63,121.08
2014/9/25 17:15,127.7,127.2,132.85028123333333,10.0,0.17,126.6,0.538,114.66
2014/9/25 17:15,127.7,127.3,132.85028123333333,15.0,0.16,101.8,0.38999999999999996,115.35999999999999
2014/9/25 17:15,127.7,126.6,132.85028123333333,20.0,0.18,125.8,0.32199999999999995,120.66
2014/9/25 17:15,127.7,127.1,132.85028123333333,25.0,0.19,126.2,0.22399999999999998,125.78
2014/9/25 17:15,127.7,127.5,132.85028123333333,30.0,0.24,101.7,0.264,121.58
2014/9/25 17:15,127.7,127.5,132.85028123333333,35.0,0.28,102.6,0.28800000000000003,116.16
2014/9/25 17:15,127.7,127.6,132.85028123333333,40.0,0.27,126.5,0.302,115.64000000000001
2014/9/25 17:15,127.7,127.8,132.85028123333333,45.0,0.32,101.7,0.324,120.91999999999999
2014/9/25 17:15,127.7,127.0,132.85028123333333,50.0,0.32,125.8,0.34199999999999997,114.9
2014/9/25 17:15,127.7,127.2,132.85028123333333,55.0,0.37,101.5,0.394,115.9
2014/9/25 17:15,127.7,126.6,132.85028123333333,60.0,0.44,103.2,0.44000000000000006,105.9
2014/9/25 17:15,127.7,126.7,132.85028123333333,65.0,0.44,102.7,0.458,106.62
2014/9/25 17:15,127.7,127.4,132.85028123333333,70.0,0.45,102.8,0.48,106.08
2014/9/25 17:15,127.7,127.2,132.85028123333333,75.0,0.5,102.3,0.502,106.28
2014/9/25 17:15,127.7,128.2,132.85028123333333,80.0,0.53,103.6,0.5359999999999999,106.14000000000001
2014/9/25 17:15,127.7,126.7,132.85028123333333,85.0,0.6,105.5,0.588,106.32000000000001
2014/9/25 17:15,127.7,127.5,132.85028123333333,90.0,0.56,101.8,0.608,106.54
2014/9/25 17:15,127.7,127.3,132.85028123333333,95.0,0.64,104.4,0.602,111.32000000000001
2014/9/25 17:15,127.7,127.0,132.85028123333333,100.0,0.58,125.0,0.648,114.92
2014/9/25 17:15,127.7,127.1,132.85028123333333,105.0,0.7,104.8,0.642,120.3
2014/9/25 17:15,127.7,126.4,132.85028123333333,110.0,0.59,122.4,0.642,120.3
2014/9/25 17:15,127.7,127.5,132.85028123333333,115.0,0.59,122.6,0.636,121.17999999999999
2014/9/25 17:15,127.7,126.9,132.85028123333333,120.0,0.57,122.2,0.6380000000000001,121.16000000000001
2014/9/25 17:15,127.7,126.7,132.85028123333333,125.0,0.59,121.1,0.636,121.12
2014/9/25 17:15,127.7,128.2,132.85028123333333,130.0,0.63,120.3,0.632,120.94000000000001
2014/9/25 17:15,127.7,126.9,132.85028123333333,135.0,0.59,122.1,0.6319999999999999,120.94000000000001
2014/9/25 17:15,127.7,127.5,132.85028123333333,140.0,0.58,121.7,0.634,120.85999999999999
2014/9/25 17:15,127.7,127.8,132.85028123333333,145.0,0.59,122.8,0.63,120.5
2014/9/25 17:15,127.7,126.7,132.85028123333333,150.0,0.59,122.3,0.628,120.64000000000001
2014/9/25 17:15,127.7,126.6,132.85028123333333,155.0,0.59,121.9,0.624,120.78
2014/9/25 17:15,127.7,127.7,132.85028123333333,160.0,0.59,122.1,0.622,121.02000000000001
2014/9/25 17:15,127.7,126.5,132.85028123333333,165.0,0.58,121.3,0.626,121.17999999999999
2014/9/25 17:15,127.7,127.1,132.85028123333333,170.0,0.58,121.8,0.63,121.17999999999999
2014/9/25 17:15,127.7,127.2,132.85028123333333,175.0,0.6,122.6,0.6319999999999999,121.26000000000002
2014/9/25 17:15,127.7,127.5,132.85028123333333,180.0,0.58,122.4,0.6300000000000001,121.11999999999998
2014/9/25 17:15,127.7,127.6,132.85028123333333,185.0,0.59,122.0,0.63,121.14000000000001
2014/9/25 17:15,127.7,127.3,132.85028123333333,190.0,0.59,122.2,0.628,120.82000000000001
2014/9/25 17:15,127.7,127.6,132.85028123333333,195.0,0.57,121.9,0.624,121.02000000000001
