,y_true,ARIMA_pred,SVR_pred,LSTM_pred,TCN_pred
167,26918.0004,25909.75093,27326.66149,27311.696855813265,26747.70842
168,30061.00046,29563.64819,27569.52099,27029.842186570168,26267.09409
169,30053.99922,35375.54984,28714.55815,28236.652355492115,27318.40615
170,30249.99915,30047.0,27716.75538,28614.519354492426,27909.79546
171,27332.99988,29737.6766,29290.25388,29469.429370224476,28601.97844
172,27617.99987,23693.0001,28476.31755,28876.148821741343,28319.54355
173,27130.99941,26616.96942,28311.21089,29210.210769087076,28349.28001
174,24913.99962,26644.0,29048.614,29138.106959998608,28613.40665
175,26814.99968,22962.21874,27366.6251,27622.838131666183,27274.99404
176,27734.00054,28716.0,27124.36167,27993.231996566057,27300.57529
177,26916.00083,28324.76737,26892.94938,27948.846721231937,27169.83217
178,29849.00032,26417.6253,26323.88291,27203.296016037464,26619.06953
179,30247.99958,32782.0,28240.85395,28391.94298040867,27474.26966
180,27135.00038,30647.0,28173.88802,28921.213472902775,27995.30317
181,28926.00032,24022.0,27092.63298,28019.64319089055,27505.71374
182,34679.00073,30717.0,28113.06338,29244.84608322382,28355.46784
183,32263.9996,40432.0,32039.82755,32630.770743608475,31360.3306
184,31462.00011,30473.52704,31447.12431,32281.903911679983,31867.68113
185,32262.00004,30795.7796,31227.51525,32384.941354721785,31883.02951
186,29640.99931,33062.0,33021.79047,33130.30660867691,32274.15535
187,29148.00014,27020.0,31352.80831,32073.304318130016,31576.60714
188,30346.00046,28655.0,30531.38289,31721.152612268925,31297.32492
189,32158.00045,31544.0,31554.93845,31999.621419280767,31298.77181
190,31751.99995,32687.84436,31448.19669,32477.38787946105,31607.51874
191,33779.00035,32353.44633,31286.43416,32087.227850288153,31463.84544
192,36101.00044,35050.74326,32777.279,32918.20914769173,32060.40352
193,37513.99933,37839.39218,34776.44848,34115.82020068169,33261.83744
194,32973.99876,39102.76942,34883.32409,35377.0795879364,34702.92577
195,31763.99919,28434.0,34298.41401,34296.75818115473,34210.47378
196,33678.99991,30554.0,33426.35771,34267.879200041294,33810.94571
197,33579.99832,35594.0,33790.58571,35453.379001796246,34609.20129
198,36499.00083,33481.0,34293.18022,35518.195128023624,34964.67275
199,32472.99948,39418.0,35779.60469,36575.44713509083,35846.89184
200,35796.99995,28447.0,34652.5401,34342.805173039436,33984.30773
201,35993.00171,39121.0,34783.36883,35458.64508253336,34435.95311
202,36515.00105,36189.0,34731.50601,35577.88104867935,34957.70273
203,40437.99984,37037.0,35580.37586,35960.498170018196,35450.04822
204,39738.99923,44361.0,37326.36547,38240.65237236023,37569.92114
205,40924.99847,39683.7286,37279.6306,38750.37887483835,38376.39166
206,38313.99926,41872.81779,37720.13196,40127.84825158119,39855.08437
207,38919.99882,33598.45159,37434.7024,39581.22980552912,39639.64511
208,40040.99831,38716.61478,38685.54289,40267.26351594925,39886.54865
209,42144.00068,40181.53143,39032.68212,41157.66081982851,40789.69618
210,37209.99885,44020.31554,41167.66844,42277.852406919,41760.74458
211,32979.00043,32276.0,38790.43267,40132.12281084061,40151.85042
212,39524.00065,28498.20941,35919.79019,37681.94470888376,37195.14806
213,39727.00182,46069.0,38227.60006,40139.87136757374,38476.12771
214,41131.99878,39930.0,39536.45426,39773.81999951601,38926.00671
215,38329.99947,42537.0,38151.2711,39950.26308262348,39337.5432
216,37409.00088,35528.0,37701.2187,38615.54664307833,38226.48096
217,44181.00077,36488.0,36690.84953,38225.015711426735,37461.1035
218,37922.99827,50953.0,39064.34711,41687.44543457031,40707.17222
219,38220.99821,50953.0,38306.36685,39326.50793790817,39525.98003
220,41656.99838,50953.0,35409.58468,39696.187540113926,39237.6823
221,42559.99902,41953.38631,37398.50006,41561.34960871935,40511.88655
222,46189.00068,44305.79463,40089.3621,42303.25739055872,41631.23718
223,42048.99823,49818.0,39659.59431,43970.08211290836,43742.97228
224,41846.9996,37909.0,41081.62162,42172.08644366264,42353.90945
225,41555.0002,41645.0,40275.56511,42546.75670397282,42263.35049
226,40943.99896,39306.57482,42202.93841,42961.8957297802,42634.96906
227,43662.0017,40822.72843,41015.03099,43116.220539331436,42635.64844
228,41448.99921,46777.5027,42018.89179,44321.738058030605,43637.7388
229,46177.99847,40246.69034,41923.54343,43051.466842234135,42480.8242
230,40943.00009,49693.65713,44405.40584,45073.80709886551,44109.89399
231,42552.00075,35708.0,43488.36062,42436.657424628735,42401.33355
232,38529.00151,35708.0,42456.11806,42948.44041609764,42287.02214
233,42053.99991,34506.0,41191.21288,41262.505035340786,40857.94958
234,36905.99836,43266.66417,41804.33815,42870.517844855785,41585.49499
235,35401.99983,31758.0,39393.4499,40537.37967258692,39961.77208
236,41957.9986,34077.73897,37516.99133,39131.7767919898,38012.56571
237,40638.99961,51224.36873,38265.03668,41344.54425686598,39470.72657
238,40334.00026,41047.34858,39368.52698,40094.12550443411,39263.4435
239,37322.00038,39378.26242,36770.54755,39444.308034062386,38916.72313
240,38725.99846,31998.02942,36612.60469,38067.34910726547,37671.78345
241,39647.9996,39197.31921,36128.19933,38816.10205960274,37776.87738
242,36399.99925,40493.63015,39560.82842,39808.7839846611,39175.44046
243,38530.00037,34067.65159,37077.95467,38470.61190915108,38050.05991
244,37516.00074,41085.57351,36765.10531,39436.555805027485,38467.96785
245,37512.0016,36123.71567,37462.33315,38711.27253329754,37829.56022
246,42261.99908,37207.20926,38779.57008,38516.717657864094,37724.00725
247,40134.99822,47012.0,39596.70267,40372.4455832243,39446.10746
248,35897.99927,38008.0,39935.85694,39356.73832607269,38948.80436
249,39949.99868,38008.0,36752.78605,37771.75084865093,37629.61808
250,36194.00148,44002.0,39332.92404,39892.552860319614,38886.93342
251,37403.00034,32438.0,38783.80671,38511.132086873055,38056.24774
252,34592.99909,38612.0,37438.05442,38902.69860762358,38221.55273
253,39032.99922,32634.57231,36684.77765,37362.16434311867,36705.62289
254,36911.9989,43473.0,37726.88671,38988.33668488264,37629.01582
255,36198.00061,34791.0,38453.43598,37536.06619340181,36982.42631
256,33979.00125,35458.63298,36029.095,36827.61308068037,36211.14745
257,34284.99947,35458.63298,33992.8384,35492.852573513985,34929.60962
258,36995.99913,35302.28858,33680.64918,35366.70900774002,34487.66279
259,37814.99955,40592.77632,35588.25445,36735.32446491718,35732.37111
260,38628.99828,38787.11333,37283.47152,37181.53850829601,36528.10382
261,33979.00125,38990.2249,37176.36048,37496.67708462477,36787.94855
262,38018.00072,28882.04374,35846.73968,35627.115598499775,35384.36543
263,36007.99939,39791.15505,36282.82849,37532.13315820694,36505.846
264,38220.99821,33998.0,36749.03323,36983.12771600485,36614.91336
265,31559.99916,40434.0,37116.72198,38091.637711167336,37411.91669
266,31551.00018,24899.0,35073.06113,35259.242768764496,35148.42372
267,33373.00169,30225.73128,33328.32363,34810.017437934875,33851.59442
268,31939.0009,34300.37976,33997.03603,35051.669583559036,33957.31998
269,31852.99926,30505.0,31980.09326,33526.58469259739,32912.98346
270,31251.00067,33107.27376,30425.44009,32547.791412830353,31930.91633
271,29245.99919,30732.05245,30892.13859,31626.17587161064,30915.58364
272,27425.99908,33802.25388,28268.70676,30200.294540643692,29599.09651
273,33088.00169,25628.68651,27979.92042,28898.940962672234,28616.21963
274,30331.99981,39669.51555,28245.45538,31146.435549229383,30050.35262
275,30534.00027,32155.38625,29153.56313,30154.93610534072,29768.47225
276,28035.99962,29531.72405,29627.77129,30289.69489106536,29631.65514
277,28740.00007,25538.0,29097.7982,29333.9820279181,28792.11187
278,26421.99913,29444.0,27643.29241,29432.414404541254,28650.19393
279,27023.00069,24104.0,25644.6283,28168.193305909634,27847.13131
280,25611.99952,30907.0,26595.67648,28173.42082747817,27611.23917
281,26309.00056,29130.09541,25685.75027,27095.598422050476,26613.17732
282,27415.99941,27835.04208,25927.51772,26892.38242289424,26249.66351
283,27930.99933,29251.66418,26152.53625,27042.214171230793,26330.73325
284,25004.00039,28446.0,26756.10463,27096.775394767523,26459.02878
285,23695.99995,23193.95616,23723.66572,25602.058603286743,25150.72537
286,29643.00071,22655.75986,23193.63354,25013.691594570875,24533.07359
287,22991.00063,35590.0,26794.94941,27932.4866168499,26709.6597
288,25313.00071,16339.0,25489.57181,25174.325418561697,25214.04136
289,20465.99938,25477.00293,25094.1025,25927.103213638067,25265.67025
290,20664.00071,18110.80227,23984.93645,23381.858399629593,23289.52755
291,21872.00071,19575.31661,23298.1561,22586.09814849496,22353.9132
292,20753.99965,21941.75523,23387.74345,22441.886858016253,22461.19398
293,21263.99974,20229.61516,21741.43747,21265.121626019478,21350.75419
294,18146.00071,20229.61516,21074.11401,20981.528121888638,20888.44445
295,16536.00026,17204.45877,20166.9657,19134.531093984842,19196.45345
296,17442.99913,12815.58056,19780.85611,17775.66743415594,17811.57887
297,18460.00087,18827.26107,19412.39073,17583.41876423359,17673.79595
298,19043.00081,20011.11585,19791.56307,17805.280875623226,17603.7523
299,15312.99983,19580.73108,16746.43207,18360.7146820724,18140.67587
300,14117.99979,12790.06171,16998.87868,16481.062628760934,16285.74116
301,15423.99975,12923.0,15166.64219,15486.728167906404,15185.33594
302,13210.00022,16730.0,14078.38431,15590.87831838429,15235.28842
303,14624.99961,10996.0,13001.30062,14214.238881841302,14254.40927
304,12308.00028,16040.0,13037.49166,14542.718012422323,14355.60781
305,12595.99963,9991.0,12876.98333,13207.506730213761,13009.03351
306,10778.9998,12291.4045,12762.3412,12948.915174603462,12550.52552
307,10386.99995,8962.0,10965.10254,11641.087328612804,11515.32935
308,9274.000104,14474.37074,10521.88246,10871.072667106986,10651.93173
309,10285.99971,8161.0,9550.018715,9884.836549729109,9825.287422
310,10281.99966,11254.21538,9930.792969,10062.66409060359,9726.851373
311,7860.99983,11463.03367,8108.402987,10059.115729019046,9679.796335
312,9180.000195,5440.0,8148.991171,8695.20770367235,8504.604684
313,8372.000162,8878.650556,7531.978541,8986.981259994209,8394.015152
314,6962.000159,6196.856864,7089.351785,8605.001742050052,8184.06507
315,8368.999892,10243.09879,6484.809705,7731.207373507321,7467.914354
316,7264.000158,9438.328673,6085.462159,8248.364778615534,7842.54835
317,7056.000068,6823.967659,5952.310158,7720.79318472743,7336.246269
318,6654.999863,7555.429097,5654.532456,7498.505545370281,7171.39756
319,6756.000096,4320.079715,5626.884902,7149.85721539706,6804.168302
320,7566.999941,6857.0,5515.508489,7059.921626992524,6629.48471
321,5548.999886,7837.215305,5635.653502,7438.69935683161,6907.458674
322,6956.000077,5406.180117,5345.55337,6521.554383978248,6176.886829
323,4539.000074,7381.271833,5602.32321,7052.180414862931,6516.164363
324,5948.000063,3717.699069,5282.109191,5806.829438872635,5563.522462
325,6456.999909,4419.36092,4806.286832,6193.656395152211,5791.416329
326,6550.999818,6615.114295,5457.569327,6468.970235906541,6083.566297
327,6760.000151,6699.211736,5508.562345,6625.792669698596,6037.112597
328,6252.999874,6970.618651,6131.608793,6907.442149080336,6242.012347
329,5944.999793,7011.488236,6170.035262,6801.771665669978,6093.637584
330,5542.00002,7011.488236,6057.897616,6669.4260412454605,6063.196039
331,5240.000021,5823.478524,5760.120351,6406.721048615873,6013.762266
332,6254.999901,4870.496162,5478.907696,6125.0825861394405,5811.849934
333,5344.000066,6520.15483,5856.012495,6534.5791202783585,6219.584682
334,4735.0,5392.966926,5452.473594,6087.651273243129,5772.132155
335,4135.000058,4126.0,5331.476996,5638.49387999624,5371.943528
336,5143.000072,3535.0,3898.072917,5052.780797865242,4744.909018
337,4537.000047,6151.0,3427.825349,5332.644850030541,4879.865649
338,4939.000036,3931.0,3369.180647,5043.430658522993,4701.480148
339,4739.000055,4939.910809,3329.655597,5201.719947353005,4697.956804
340,6150.000072,5448.684429,3609.486057,5163.5020733214915,4591.802495
341,4742.000096,6357.66369,4396.400328,5956.206739865243,5163.191993
342,5744.999812,5126.74872,4457.692793,5511.563523568213,4927.939981
343,5545.000061,6024.745834,4722.742845,6013.938077904284,5303.771836
344,5746.000055,6496.523313,5053.977322,6078.387432992458,5426.255035
345,6150.999856,46690.51725,5086.512077,6294.6653505042195,5729.537126
346,5341.000025,6002.276489,5443.880237,6600.491887621582,6070.575988
347,6252.999874,5771.926787,5568.537382,6275.668533451855,5839.875105
348,5239.000007,5984.898418,5554.462599,6666.114084087312,6111.704391
349,7156.999842,5728.919331,5523.447508,6222.856702670455,5875.622209
350,8564.999818,6740.615305,5979.835716,7115.146619074047,6495.111975
351,8464.000043,9111.258104,7697.457296,8159.340380087495,7388.231373
352,9777.000326,8884.816038,8496.891843,8597.042027965188,7701.890011
353,9583.999753,10396.56011,9241.888324,9695.162163347006,8641.544817
354,7764.00011,10395.34123,9559.834441,10095.487123817205,9071.746707
355,7651.000172,7707.773335,9630.541225,9441.289515510201,8864.943787
356,10076.99984,7585.621573,9498.653094,9205.54839862138,8904.887413
357,9380.99996,10711.39732,10375.57209,10301.461939677596,9838.514135
358,10178.99986,8068.283255,10989.46076,10158.464344933629,9953.626106
359,9380.99996,10658.53827,10903.98095,10575.649760901928,10074.68721
360,11589.00032,9401.792359,11212.93264,10273.211840242147,9701.736502
361,9074.999907,9138.075885,11020.10147,11385.984459683299,10409.79851
362,10986.99989,8830.07196,10175.56511,10411.249073371291,9908.166683
363,12696.99986,9489.666124,10531.73592,11291.709128662944,10544.13039
364,14321.00004,13543.68124,12407.57404,12454.184516400099,11557.37262
365,13917.00002,15254.87604,13977.33761,13857.257181078196,12821.69562
366,15929.99978,14775.44256,14044.11821,14316.529929548502,13385.52064
367,13916.00024,17065.2008,15085.08303,15787.427253678441,14539.33858
368,12496.0001,14348.45833,14935.19585,15345.988120675087,14428.6251
369,13108.99999,12172.8765,14766.87268,14734.690341636539,14245.72244
370,12504.99999,12732.60753,15833.93653,14799.799333930016,14422.09116
371,17646.00029,11330.0702,16424.98291,14259.463278129697,14181.23958
372,12492.99983,19377.00718,18186.53875,16637.11250206828,15953.63104
373,18146.99957,12222.42682,17602.72559,14449.876715242863,14326.83349
374,18342.00063,15530.0837,19094.9412,16966.524397298694,15732.71822
375,20465.00052,14379.52331,19985.67392,17739.083963930607,16591.81099
376,19659.00005,21482.79948,21843.9531,19512.86447530985,18196.99796
377,17754.99972,21116.53161,22042.04524,20043.137506186962,19144.2425
378,18951.00047,18564.02256,21277.52151,19680.442621946335,18880.68507
379,17934.00056,19994.74315,22160.64396,20517.650306999683,19902.46631
380,18337.99966,19922.49809,22192.1741,20121.18860799074,20015.74397
381,19161.99991,17770.75224,22499.3196,20050.840159147978,19917.21428
382,20162.9996,20585.94713,22650.80519,20184.427480608225,20004.28272
383,21281.00066,21061.8704,21071.92087,20485.027414232492,19890.95181
384,20465.99938,22399.0,21980.00762,21181.65571525693,20630.92429
385,16640.99963,20102.49442,19327.89362,20855.362522304058,20220.93934
386,18046.99912,12816.0,18701.06365,19068.607768774033,18784.96652
387,20972.00033,19453.0,18304.80636,19389.34476915002,18915.74821
388,23299.99912,23897.0,19592.88831,20840.592524588108,20312.28418
389,22897.99959,25628.0,21833.07617,22326.560057103634,21737.17215
390,25012.99937,22496.0,22339.92091,22599.28538414836,21918.59487
391,21079.00019,27128.0,23022.73851,24140.258488714695,22825.64239
392,21380.99927,17145.0,22264.55665,22823.99720171094,22147.34255
393,21278.99925,21683.0,21985.31244,23042.073169976473,22482.64574
394,19265.00063,21177.0,22827.98716,23062.232270538807,22754.23816
395,22089.00069,17251.0,22744.68109,21942.369354456663,21949.55605
396,23090.99925,22904.6211,24043.01604,22911.291487067938,22598.32508
397,23192.0004,24168.2827,24085.06028,23224.805069863796,22803.13302
398,24095.99991,23293.0,22913.87623,23053.953066200018,22533.47406
399,24606.0,22959.459,22868.36533,23508.11764290929,22717.58859
400,25007.99953,25208.5508,23061.92345,24151.985984414816,23123.00703
401,21788.00048,25540.95926,23681.33442,24950.349897503853,24050.54599
402,23380.00021,19541.76807,23072.13657,23875.595700204372,23472.15479
403,22371.00042,24972.0,23179.63542,24768.27717578411,24076.1401
404,22177.00006,20544.31133,23482.83543,24229.432992577553,23862.32217
405,24102.99931,21706.42283,23517.76382,23819.23688495159,23539.96017
406,21370.99959,26029.0,24364.18072,24403.178770035505,23860.07288
407,22787.99946,18639.0,21584.19141,22768.85759064555,22550.45112
408,20875.00016,24205.0,21729.35524,23082.345467329025,22579.18871
409,17746.00074,18962.0,20863.8014,22025.07693490386,21826.8314
410,20970.99963,14617.0,18620.57026,20079.223379522562,20115.88948
411,22382.99966,23793.1215,19712.03049,21096.232467651367,20760.12505
