Transaction Arrival Rate,Block Size,Latency,Throughput,Latency_Pred,Throughput_Pred
15.1,170.0,1.19,14.8,1.1825962033741386,15.320392530784341
15.1,180.0,1.19,14.9,1.1834094611432402,15.351900234185539
15.1,190.0,1.17,14.8,1.1711314648484723,15.327568052382162
15.1,200.0,1.19,14.7,1.1767954604407456,15.29663587057875
15.1,210.0,1.19,14.8,1.1770492853995467,15.326637022108724
15.1,220.0,1.18,14.8,1.1745303377600835,15.332004840305334
15.1,230.0,1.2,14.7,1.1799586142035623,15.335139325168615
15.1,240.0,1.18,14.8,1.1732268906470467,15.338075335910805
15.1,250.0,1.17,14.8,1.1701951670905268,15.343009820774085
15.1,260.0,1.18,15.0,1.1730234435340094,15.411010972304021
15.1,270.0,1.15,15.0,1.178038410486014,15.4099454571673
15.1,280.0,1.2,14.8,1.1810800202628275,15.361034857395179
15.1,290.0,1.2,14.8,1.181428296706309,15.35168368552018
15.1,300.0,1.21,14.8,1.1848165731497902,15.349110291422956
15.1,310.0,1.18,14.8,1.1882165625580687,15.344560645426863
15.1,320.0,1.21,14.6,1.1881781723348834,15.331209473551848
15.1,330.0,1.21,14.7,1.18345313928689,15.31149316088908
15.1,340.0,1.19,14.7,1.1799738430731046,15.311610181559653
15.1,350.0,1.17,14.8,1.1738765882055515,15.3449842784911
15.1,360.0,1.19,14.8,1.1798193333379974,15.345834632495007
15.1,370.0,1.18,14.7,1.1770620784704453,15.317239016175535
15.1,380.0,1.18,14.8,1.1769114902695583,15.34658937017947
15.1,390.0,1.18,14.9,1.1767475448934803,15.385304864971129
15.1,400.0,1.18,14.9,1.1728873711743197,15.386147288604288
15.1,410.0,1.18,14.8,1.1729101163067661,15.387397642608196
15.1,420.0,1.18,14.9,1.1729728614392123,15.381846470733194
15.1,430.0,1.18,14.8,1.1735556065716584,15.351428632191531
15.1,440.0,1.19,14.8,1.176618351704103,15.35144343063988
15.1,450.0,1.21,14.8,1.1827704572765438,15.348860451310452
15.1,460.0,1.2,14.8,1.1806939415065858,15.343909279435456
15.1,470.0,1.17,14.7,1.1759310451722569,15.314959633439338
15.1,480.0,1.18,14.7,1.1735415060131185,15.311867130300389
15.1,490.0,1.19,14.7,1.1763053001873112,15.31271595842539
15.1,500.0,1.19,14.8,1.1764240012574607,15.341498119883747
15.1,510.0,1.19,14.7,1.176422329911432,15.315880281342052
15.1,520.0,1.2,14.7,1.1737273013902128,15.31513063534596
15.1,530.0,1.17,15.0,1.1695456300441847,15.411180989349882
15.1,540.0,1.18,14.9,1.1728572681896325,15.39065203969711
15.1,550.0,1.18,14.8,1.1730289301769372,15.378700867822104
15.1,560.0,1.19,14.8,1.176140568322382,15.334551221826
15.1,570.0,1.17,14.7,1.1700722064678293,15.317934909163233
15.1,580.0,1.16,14.8,1.1699438684551342,15.34591707062159
15.1,590.0,1.2,14.8,1.1697099037639722,15.350767424625497
15.1,600.0,1.17,14.8,1.1698337694637402,15.373417778629406
15.1,610.0,1.18,14.9,1.1726976351635094,15.381666606754402
15.1,620.0,1.17,14.7,1.1697367310464268,15.36071543487939
15.1,630.0,1.2,14.7,1.1791642140710223,15.323365788883285
15.1,640.0,1.19,14.8,1.1770863293588039,15.348772235336616
15.1,650.0,1.17,14.8,1.1899746822445179,15.351857025375676
15.1,660.0,1.2,14.8,1.1854911451309218,15.353404376449896
15.1,670.0,1.19,14.8,1.2191436052352778,15.384641245343357
15.1,680.0,1.21,14.8,1.1900729132481067,15.38738707053867
15.1,690.0,1.14,14.9,1.1816781117191146,15.431706930676105
15.1,700.0,1.18,14.8,1.1705203964131123,15.418812398078577
15.1,710.0,1.2,14.9,1.1675198518602832,15.416529937619
15.1,720.0,1.19,14.8,1.1863207407454532,15.387945481238798
15.1,730.0,1.2,14.9,1.181975539468676,15.38709130643411
15.1,740.0,1.2,14.8,1.1820330738009512,15.401037131629423
15.1,750.0,1.17,15.1,1.1729007137621956,15.487506553016123
15.1,760.0,1.18,14.9,1.174439761295601,15.435164304480981
15.1,770.0,1.19,14.7,1.1780724934580744,15.365222055945804
15.1,780.0,1.19,14.9,1.1785542525575547,15.42427980741067
15.1,790.0,1.18,14.8,1.174212771506551,15.401736032996613
15.1,800.0,1.19,14.8,1.1772736447903231,15.402193784461454
20.1,10.0,0.19,20.1,0.3183250717067466,20.992567723957297
20.1,20.0,0.45,20.1,0.4809343503967927,20.834750014452673
20.1,30.0,0.73,19.4,0.765346585971385,20.174428557193608
20.1,40.0,0.99,20.1,0.9149587452108028,20.437407779920324
20.1,50.0,1.18,19.9,1.0534659377044444,20.311414757491395
20.1,60.0,1.17,20.0,1.0994982999134333,20.21302483754946
20.1,70.0,1.17,19.9,1.1116976085980856,20.172900488591115
20.1,80.0,1.15,20.0,1.1520005936438404,20.187241280420555
20.1,90.0,1.17,19.9,1.1673953541075321,20.12771693146221
20.1,100.0,1.17,19.5,1.1720737266942542,20.135569615084837
20.1,110.0,1.18,19.9,1.1767237225260265,20.083866308623747
20.1,120.0,1.17,19.9,1.1741709490848087,20.124203971384155
20.1,130.0,1.18,19.9,1.1770527915454423,20.14766593056864
20.1,140.0,1.19,19.8,1.1800912471037122,20.131000415431927
20.1,150.0,1.17,19.3,1.1743972042494037,20.111736426174122
20.1,160.0,1.19,19.8,1.1796631852369521,20.0942693851585
20.1,170.0,1.18,19.9,1.177936799754948,20.01160539590068
20.1,180.0,1.19,19.9,1.1816500813659054,19.995643380877418
20.1,190.0,1.17,19.9,1.1693120612292793,19.982979391619605
20.1,200.0,1.16,19.3,1.1656338872124836,19.971115402361793
20.1,210.0,1.19,19.8,1.174119037053791,20.116381694679507
20.1,220.0,1.17,20.0,1.1724977858076582,20.18058437208834
20.1,230.0,1.18,19.3,1.171592728917807,20.000185523618306
20.1,240.0,1.17,19.3,1.167961005361287,20.04252000848158
20.1,250.0,1.17,20.0,1.1680092818047687,20.10578782667819
20.1,260.0,1.17,19.9,1.168477582090108,20.183255644874794
20.1,270.0,1.18,19.7,1.1708458585335904,20.1400782685727
20.1,280.0,1.16,20.0,1.1653941349770711,20.223095289243293
20.1,290.0,1.17,19.9,1.1680624114205522,20.215745643247192
20.1,300.0,1.18,19.9,1.171810687864035,20.19839447137219
20.1,310.0,1.17,19.9,1.172044010605646,20.199309966163852
20.1,320.0,1.18,20.0,1.1747123108909865,20.23142698683444
20.1,330.0,1.17,20.0,1.1717605873344668,20.257310674171674
20.1,340.0,1.15,20.1,1.171128863777948,20.26749283563002
20.1,350.0,1.17,20.0,1.1719161150215394,20.245068458440333
20.1,360.0,1.18,19.9,1.1751788601539868,20.185785479110905
20.1,370.0,1.18,19.9,1.1753216052864333,20.16030097390257
20.1,380.0,1.17,19.7,1.171784350418878,20.11021799457313
20.1,390.0,1.16,19.3,1.1685470955513249,20.0026001560315
20.1,400.0,1.17,19.9,1.167626921832164,20.167042579664628
20.1,410.0,1.18,19.9,1.1710496669646115,20.184691407789632
20.1,420.0,1.17,19.4,1.1680324120970564,20.02777509512687
20.1,430.0,1.16,19.3,1.165135157229503,19.973022397372993
20.1,440.0,1.18,19.8,1.17057790236195,19.969072751376896
20.1,450.0,1.18,19.3,1.1683566507592005,19.989523105380805
20.1,460.0,1.16,19.9,1.164452824592411,20.15217345938468
20.1,470.0,1.17,19.5,1.1674566187666051,20.06862076163079
20.1,480.0,1.18,19.9,1.1712603890989428,20.186005974846918
20.1,490.0,1.18,19.8,1.1713841832731373,20.15645480297195
20.1,500.0,1.17,19.3,1.1683079536054726,19.99590668285476
20.1,510.0,1.18,19.9,1.1711557770536547,20.17298884431307
20.1,520.0,1.18,19.8,1.1715074390409597,20.18463767243807
20.1,530.0,1.18,19.9,1.1715990771864064,20.199886500563068
20.1,540.0,1.17,20.0,1.1684707153318519,20.231536854566986
20.1,550.0,1.17,19.8,1.1683023773191565,20.21045387523757
20.1,560.0,1.18,19.8,1.1711940154646046,20.17428048114035
20.1,570.0,1.17,20.0,1.168485677451908,20.225395975932
20.1,580.0,1.18,19.8,1.171377315597356,20.169181189148162
20.1,590.0,1.19,19.9,1.1751245429990873,20.16323001727316
20.1,600.0,1.19,19.8,1.1750084086988555,20.16594551206483
20.1,610.0,1.17,19.9,1.169012298240482,20.19539586606871
20.1,620.0,1.17,19.9,1.1681113941234007,20.198844694193713
20.1,630.0,1.18,19.9,1.1712000692408946,20.200095048197618
20.1,640.0,1.17,19.9,1.1709759470154508,20.200621552973406
20.1,650.0,1.15,20.0,1.190529655265646,20.23330071150206
20.1,660.0,1.18,19.9,1.1775661181520511,20.204914729242933
20.1,670.0,1.18,19.8,1.2130786020982645,20.201542074326902
20.1,680.0,1.17,20.0,1.1814021732768833,20.25102123285553
20.1,690.0,1.11,19.4,1.164522827006578,20.08327442632629
20.1,700.0,1.1,19.3,1.1408984450339086,20.014779893728793
20.1,710.0,1.17,20.0,1.1583845433058888,20.248764099935862
20.1,720.0,1.18,19.8,1.178478789366252,20.199976591797856
20.1,730.0,1.18,19.9,1.172646921422809,20.224010512587437
20.1,740.0,1.18,19.8,1.173671122421751,20.224757863661658
20.1,750.0,1.18,19.9,1.1733274341817,20.207774526259318
20.1,760.0,1.16,19.3,1.1731105496192586,20.04263227772419
20.1,770.0,1.18,19.9,1.1730499246065431,20.23455516997677
20.1,780.0,1.18,19.9,1.1736583742145479,20.240612921441613
20.1,790.0,1.18,20.0,1.172436869321684,20.275270672906466
20.1,800.0,1.19,19.9,1.1759177664473142,20.2785268984924
25.1,10.0,0.16,25.1,0.2934550839156972,25.38899339237825
25.1,20.0,0.37,25.1,0.4297730960118102,25.23117568287363
25.1,30.0,0.6,24.0,0.6717862709907482,24.53524732864188
25.1,40.0,0.8,25.1,0.8299136804107276,24.985259884701957
25.1,50.0,1.01,25.0,1.018981471875618,24.898198669727453
25.1,60.0,1.16,24.2,1.0934728568100316,24.5113682850374
25.1,70.0,1.17,24.1,1.1076254988280163,24.473378795291303
25.1,80.0,1.15,24.2,1.1426577821983557,24.46058777966631
25.1,90.0,1.15,24.4,1.1600127038202916,24.502461904829072
25.1,100.0,1.17,24.2,1.1649437316016145,24.565113062572784
25.1,110.0,1.16,24.3,1.1668883219692137,24.469011281990653
25.1,120.0,1.17,24.1,1.1721681267428896,24.445943280688542
25.1,130.0,1.17,24.2,1.1728355448794863,24.445897047327424
25.1,140.0,1.19,24.1,1.1777540004377576,24.416116391402994
25.1,150.0,1.16,24.1,1.16945995758345,24.404595320710705
25.1,160.0,1.19,24.0,1.1709059385709983,24.389729805573978
25.1,170.0,1.17,24.1,1.1725395530889924,24.409530957103918
25.1,180.0,1.17,24.1,1.1737128346999515,24.445881007682765
25.1,190.0,1.18,24.2,1.170654814563326,24.469617018424945
25.1,200.0,1.17,24.2,1.1675877985360308,24.472618169954888
25.1,210.0,1.15,24.2,1.167628207166402,24.472885988151507
25.1,220.0,1.17,24.0,1.167448639638631,24.413220473014807
25.1,230.0,1.18,24.1,1.170169072110861,24.441163846766997
25.1,240.0,1.16,24.2,1.1634572770287677,24.480764998296902
25.1,250.0,1.16,24.2,1.1636055773141072,24.485316149826854
25.1,260.0,1.18,24.2,1.1697338537575894,24.488225493902373
25.1,270.0,1.17,24.2,1.16754213020107,24.4656083213221
25.1,280.0,1.16,24.1,1.1681970733112184,24.452036453103805
25.1,290.0,1.18,24.1,1.1707986830880341,24.449818614562133
25.1,300.0,1.18,23.9,1.1711269833733735,24.3899674426871
25.1,310.0,1.18,24.1,1.1741203061149856,24.408417796691033
25.1,320.0,1.18,24.1,1.1740485825584668,24.43746815069495
25.1,330.0,1.17,23.9,1.1698568590019471,24.38951697881991
25.1,340.0,1.15,24.1,1.163705135445428,24.444632473611616
25.1,350.0,1.17,24.2,1.16951341188891,24.482652540866347
25.1,360.0,1.16,24.1,1.1671005439232118,24.46638622820363
25.1,370.0,1.17,24.3,1.1697632890556577,24.519368389661967
25.1,380.0,1.15,24.2,1.1641860341881036,24.493139440009145
25.1,390.0,1.17,23.9,1.1700087793205505,24.39719131989196
25.1,400.0,1.17,24.2,1.1664486056013899,24.412898884312902
25.1,410.0,1.16,24.1,1.1670713507338362,24.453014379104584
25.1,420.0,1.17,24.2,1.1674340958662826,24.48226320722954
25.1,430.0,1.19,24.3,1.173216840998728,24.465981753779037
25.1,440.0,1.17,24.1,1.1677395861311752,24.452097248570727
25.1,450.0,1.18,24.1,1.170071691703618,24.448323854473507
25.1,460.0,1.18,23.9,1.1681144368360636,24.391167798220966
25.1,470.0,1.17,24.2,1.1662576588056675,24.47132926333598
25.1,480.0,1.16,23.9,1.1632814291380043,24.389511424794318
25.1,490.0,1.17,24.2,1.1659452233121983,24.477060252919312
25.1,500.0,1.16,24.2,1.163089017486393,24.47384546613548
25.1,510.0,1.16,24.1,1.1630331454465979,24.458394294260493
25.1,520.0,1.17,24.1,1.166643043136417,24.46670978905214
25.1,530.0,1.19,24.2,1.173814681281863,24.485415698611583
25.1,540.0,1.19,24.1,1.174186343269168,24.45973119340329
25.1,550.0,1.18,24.2,1.1711579814146167,24.48434821407382
25.1,560.0,1.18,24.1,1.1706096434019213,24.45789704219886
25.1,570.0,1.17,24.3,1.167301281547367,24.468514062869414
25.1,580.0,1.16,24.2,1.164292943534672,24.487764416873297
25.1,590.0,1.18,24.2,1.1703013391874437,24.489079911664966
25.1,600.0,1.18,24.1,1.1708452287290698,24.485463599002205
25.1,610.0,1.18,24.2,1.1705290944288378,24.485113953006113
25.1,620.0,1.17,24.1,1.1671681903117552,24.45862944779782
25.1,630.0,1.17,24.1,1.1659580813640016,24.454444942589483
25.1,640.0,1.16,24.1,1.1639403635447878,24.45807698528845
25.1,650.0,1.18,24.2,1.1892867852400113,24.49195766969596
25.1,660.0,1.18,24.2,1.1763032719682742,24.496682798547962
25.1,670.0,1.16,24.3,1.2055357320726288,24.552475284419703
25.1,680.0,1.16,24.0,1.1765193032512489,24.468622635493897
25.1,690.0,1.15,24.1,1.1664963659139462,24.50134249563136
25.1,700.0,1.14,24.0,1.1514386506079421,24.49978129636714
25.1,710.0,1.16,24.2,1.154904748879925,24.521898835907542
25.1,720.0,1.16,24.2,1.1720189949402868,24.52251285364843
25.1,730.0,1.18,24.2,1.1690804603301763,24.517102329993598
25.1,740.0,1.19,24.0,1.1748171420903282,24.498354307532658
25.1,750.0,1.17,24.2,1.169113712791928,24.45001205899751
25.1,760.0,1.17,23.9,1.1684301615628203,24.430669810462355
25.1,770.0,1.17,24.2,1.1686828698834382,24.514526036048288
25.1,780.0,1.18,23.9,1.1720246528247773,24.435583787513135
25.1,790.0,1.18,24.0,1.1708231479319136,24.442974872311325
25.1,800.0,1.16,24.0,1.1711773783908783,24.46563109789727
30.1,10.0,0.13,30.1,0.24411235294749528,29.937864799062716
30.1,20.0,0.31,30.1,0.35118274468739175,29.780047089558092
30.1,30.0,0.51,28.5,0.5486263838330895,29.414415573705277
30.1,40.0,0.67,30.1,0.6871265079938051,29.632566508671573
30.1,50.0,0.85,30.0,0.9057345529934479,29.386139648352035
30.1,60.0,1.05,29.3,1.0128179097799208,28.969291629614
30.1,70.0,1.16,28.8,1.0488953127816898,28.878924725046982
30.1,80.0,1.15,28.6,1.1172786281906295,28.82820085623188
30.1,90.0,1.16,28.6,1.138727987704208,28.801009840606877
30.1,100.0,1.14,28.7,1.1583194892375919,28.943027665017212
30.1,110.0,1.15,28.4,1.1615906113979235,28.732591025222796
30.1,120.0,1.14,28.6,1.1613102420306685,28.736778434715575
30.1,130.0,1.17,28.5,1.1705581336856388,28.770472657083655
30.1,140.0,1.15,28.5,1.1679145847222228,28.786740475280283
30.1,150.0,1.15,28.6,1.1651252516966082,28.817674960143584
30.1,160.0,1.18,28.5,1.173702585337662,28.792510970885747
30.2,170.0,1.17,28.5,1.1706228408748405,28.870582821471693
30.1,180.0,1.16,30.0,1.169752162931763,29.279528839661218
30.1,190.0,1.17,28.5,1.1661673551135565,28.861974435635613
30.1,200.0,1.17,28.6,1.1651407993294878,28.850775587165582
30.1,210.0,1.15,28.7,1.1590184223916211,28.876892550288677
30.1,220.0,1.17,28.5,1.1601444764179067,28.824479675939738
30.1,230.0,1.16,28.7,1.16187824222347,28.88006330572953
30.1,240.0,1.16,28.5,1.162058674695699,28.816368486936124
30.1,250.0,1.16,28.4,1.1619418489815874,28.78990449767831
30.1,260.0,1.15,28.5,1.161890125425069,28.820710963335888
30.1,270.0,1.16,28.8,1.1618384018685508,28.88762406243784
30.1,280.0,1.15,28.8,1.1592466783120312,28.913939557229526
30.1,290.0,1.18,28.4,1.1684749785973723,28.805721718687806
30.1,300.0,1.16,28.7,1.162383255040853,28.885838739358384
30.1,310.0,1.15,28.6,1.1622965777824639,28.859022426695663
30.1,320.0,1.16,28.4,1.1650248542259463,28.79118236593173
30.1,330.0,1.16,28.4,1.1652131306694276,28.79903271993563
30.1,340.0,1.16,28.7,1.1651614309547669,28.882449740606216
30.1,350.0,1.15,28.7,1.1620697073982476,28.880688978325416
30.1,360.0,1.15,28.6,1.1685446505083967,28.86413933232934
30.1,370.0,1.18,28.6,1.1711849966667431,28.863610382676562
30.1,380.0,1.15,28.8,1.1667477417991878,28.925946450966176
30.1,390.0,1.14,28.6,1.1593504869316322,28.86553013830342
30.2,400.0,1.16,28.6,1.1593091416426493,28.87818295381306
30.1,410.0,1.16,28.6,1.1614130345030624,28.862640437680632
30.1,420.0,1.16,28.6,1.161755779635509,28.865457458351205
30.1,430.0,1.15,28.6,1.1641118581012884,28.869439619809537
30.1,440.0,1.17,28.8,1.165221269900401,28.924155114601195
30.1,450.0,1.17,28.5,1.164913375472843,28.835472135271754
30.1,460.0,1.17,28.4,1.1653561206052891,28.79305582260897
30.1,470.0,1.17,28.7,1.1652588657377356,28.813037984067325
30.1,480.0,1.16,28.6,1.162182469177067,28.863155004737923
30.1,490.0,1.17,28.6,1.1647862633512607,28.87273869207514
30.1,500.0,1.14,28.7,1.1557100575254533,28.895387520200114
30.1,510.0,1.16,28.8,1.1607938278577918,28.91223634832513
30.1,520.0,1.16,28.8,1.1613192909620398,28.927818509783485
30.1,530.0,1.16,28.6,1.1611903092191809,28.873548167444085
30.1,540.0,1.18,28.5,1.1620952806979612,28.830174773346833
30.1,550.0,1.16,28.6,1.1621336093519326,28.855690268138527
30.1,560.0,1.17,28.6,1.1628719141640458,28.85692395547577
30.1,570.0,1.17,28.4,1.1645369094846836,28.795974309479625
30.1,580.0,1.15,28.6,1.15876854763013,28.851156470938008
30.1,590.0,1.15,28.5,1.1581381592176545,28.831373491608552
30.1,600.0,1.16,28.6,1.161882024917423,28.86329051227915
30.1,610.0,1.16,28.7,1.1620658906171912,28.891406007070778
30.2,620.0,1.17,28.6,1.1648437434047114,28.884675483109937
30.1,630.0,1.17,28.6,1.1656760696452513,28.860330437409363
30.1,640.0,1.18,28.4,1.1689180895656017,28.804687214266266
30.1,650.0,1.15,28.5,1.1879239390562344,28.852567898673847
30.1,660.0,1.17,28.9,1.1747604019426396,28.955913723869127
30.1,670.0,1.18,28.5,1.2102728620469947,28.875942594831997
30.1,680.0,1.16,28.5,1.1762164332256142,28.881155086693997
30.1,690.0,1.16,28.6,1.1700299048213159,28.904906754285868
30.1,700.0,1.15,28.5,1.1597255228486467,28.859684335802513
30.1,710.0,1.17,28.5,1.1565649544539602,28.85953520867627
30.1,720.0,1.15,28.6,1.1678992005143218,28.889014367204947
30.1,730.0,1.16,28.5,1.163273999237546,28.86195947370416
30.1,740.0,1.18,28.3,1.1694272592396828,28.90581569929011
30.1,750.0,1.16,28.8,1.164279991402158,28.963471924876057
30.1,760.0,1.18,28.6,1.169376416331193,28.908731202219816
30.1,770.0,1.15,28.5,1.160429148493667,28.869587427805733
30.1,780.0,1.17,28.5,1.1660909075931476,28.872845179270577
30.1,790.0,1.16,28.5,1.161789426542142,28.877502930735414
30.1,800.0,1.13,28.6,1.1525902998259145,28.9117813785436
35.1,10.0,0.12,35.1,0.19644417859385555,35.83233330781338
35.2,20.0,0.28,35.1,0.29098786821595185,35.65220353165837
35.2,30.0,0.45,32.9,0.47487823614206903,35.230370837827024
35.2,40.0,0.58,35.1,0.5917224217242356,35.374727916999056
35.2,50.0,0.74,35.1,0.8315126196837233,35.132764390826665
35.2,60.0,0.92,33.8,0.9331454140883576,34.27855782498652
35.2,70.0,1.07,33.2,1.0143168833489438,34.075679506845304
35.2,80.0,1.15,34.8,1.1127492679216036,34.565888104664296
35.2,90.0,1.16,34.4,1.135496505191937,34.60463156169554
35.1,100.0,1.15,34.5,1.1574911273830384,34.67552901257078
35.2,110.0,1.17,34.3,1.1700714048168084,34.6461801657451
35.2,120.0,1.18,34.3,1.1755016179156814,34.68058430083958
35.2,130.0,1.16,34.4,1.1698594072604682,34.68796076604619
35.1,140.0,1.16,34.4,1.1679066710310206,34.649165290785774
35.2,150.0,1.17,34.1,1.171305983546279,34.6944827956686
35.1,160.0,1.17,34.3,1.1707613383131246,34.62831912786263
35.2,170.0,1.16,34.6,1.1693882605169708,34.7171429205291
35.2,180.0,1.19,34.5,1.1790728947814322,34.742801308510295
35.2,190.0,1.16,34.6,1.1640639656405956,34.77651079744262
35.1,200.0,1.14,34.7,1.1589084543714994,34.792610560277424
35.2,210.0,1.17,34.5,1.1663550329186603,34.76592449373167
35.1,220.0,1.14,34.8,1.155190343320575,34.82756287147534
35.2,230.0,1.18,34.5,1.1687902552010712,34.76131013826291
